hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,name,email,phone-number
Resort Hotel,0,0,June,1,0,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,131.0,1,0,Natalie Armstrong,Armstrong_Natalie@verizon.com,322-324-5317
City Hotel,0,5,May,2,1,1,0.0,0,BB,GBR,0,0,E,0,No Deposit,0,Transient,150.45,0,0,Natalie Richardson,Natalie.Richardson97@zoho.com,624-982-4505
City Hotel,0,2,August,0,1,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,170.0,0,3,Elizabeth Rogers,Rogers_Elizabeth@outlook.com,841-551-0458
Resort Hotel,0,178,August,2,5,3,1.0,0,FB,PRT,0,0,H,2,No Deposit,0,Transient,383.0,1,3,Alexis Owens,Owens.Alexis@outlook.com,690-113-0630
Resort Hotel,0,216,October,4,10,2,0.0,0,HB,GBR,0,0,A,0,No Deposit,0,Transient,63.4,0,0,Philip Morris,Morris_Philip@outlook.com,311-787-7620
City Hotel,0,70,July,1,3,3,0.0,0,BB,DEU,0,0,G,0,No Deposit,0,Transient,165.63,0,2,Vicki Owen,Vicki_Owen71@aol.com,126-112-9461
City Hotel,0,19,October,0,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,80.0,0,0,Aaron Johnson,AJohnson41@mail.com,895-863-7314
Resort Hotel,0,63,August,1,3,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient-Party,163.5,0,2,Nathan Wong PhD,PhD_Nathan44@verizon.com,441-064-3629
City Hotel,0,247,June,1,1,2,0.0,0,HB,DEU,0,0,A,0,No Deposit,0,Transient-Party,115.0,0,0,Jerry Soto,Jerry_S@att.com,404-558-9107
Resort Hotel,0,5,December,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,30.0,1,0,Crystal Carter,Carter_Crystal@yandex.com,425-987-8729
City Hotel,1,192,October,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,95.0,0,0,Andrew Ramos,Ramos_Andrew77@yahoo.com,171-209-5154
Resort Hotel,1,221,October,1,1,2,0.0,0,HB,PRT,1,0,A,0,No Deposit,0,Transient,34.0,0,0,Jonathan Scott,Scott_Jonathan28@yandex.com,582-338-8808
Resort Hotel,1,82,February,2,0,2,0.0,0,Undefined,PRT,1,0,A,0,No Deposit,0,Transient-Party,66.0,0,0,John Flores,JohnFlores48@att.com,547-057-4522
Resort Hotel,0,24,February,0,2,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient,58.0,0,1,Mr. Ronald Rodriguez,Mr._Rodriguez@zoho.com,155-598-7131
Resort Hotel,0,40,August,0,0,3,0.0,0,HB,PRT,0,0,G,0,No Deposit,0,Transient,0.0,0,1,Brianna Schroeder,Brianna_Schroeder78@hotmail.com,985-302-2144
City Hotel,0,38,December,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,9,Transient-Party,85.0,0,0,Debra Johnson,Debra.Johnson64@yandex.com,963-274-9683
City Hotel,1,275,June,1,1,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,69,Transient,62.8,0,0,Joseph Grant,Joseph.G@aol.com,595-414-7959
Resort Hotel,1,310,May,2,5,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,54.0,0,0,Mary Miller,MMiller20@protonmail.com,385-075-8771
City Hotel,0,67,June,0,1,2,0.0,0,BB,DEU,0,0,D,0,No Deposit,0,Transient,150.0,0,1,Chelsea Hardin,Chelsea_H@mail.com,195-828-3486
City Hotel,1,100,April,2,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,105.0,0,0,Alexander Rogers,ARogers@att.com,392-655-8290
City Hotel,1,44,February,0,5,2,0.0,0,BB,GBR,0,0,B,1,No Deposit,0,Transient,75.43,0,0,Patricia Stewart,Patricia_S@zoho.com,491-318-0938
City Hotel,1,44,February,0,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,3,Transient,75.0,0,0,Erin Mckenzie,ErinMckenzie@protonmail.com,291-943-7166
City Hotel,1,28,March,0,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,95.0,0,0,Jonathan Roberts,Roberts_Jonathan@outlook.com,844-148-7015
City Hotel,0,28,August,1,3,1,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient-Party,0.0,0,0,Elizabeth Fernandez,EFernandez40@verizon.com,294-905-2481
Resort Hotel,0,86,August,0,4,2,0.0,0,HB,ESP,0,0,A,0,No Deposit,0,Transient,133.0,0,1,Jeff Buchanan,Buchanan.Jeff@verizon.com,180-308-0141
City Hotel,0,134,February,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,75.0,0,0,George Macdonald,George_M65@aol.com,347-696-8919
City Hotel,0,0,March,0,1,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,101.0,0,0,Leslie Adams,Adams.Leslie82@mail.com,998-346-0399
Resort Hotel,0,9,September,0,2,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,109.0,1,1,Kayla Gallegos,Kayla_G73@aol.com,621-863-7566
Resort Hotel,0,56,April,1,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient-Party,47.4,1,0,Jessica Watson,Jessica.Watson@zoho.com,599-399-8323
Resort Hotel,1,310,August,4,5,2,0.0,0,HB,PRT,0,0,D,0,No Deposit,0,Transient,206.0,0,0,Carol Watts,CarolWatts@mail.com,264-366-2097
Resort Hotel,0,0,February,0,1,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,68.0,1,1,Tim Morris,TimMorris@att.com,416-415-3102
City Hotel,0,4,June,2,0,1,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,113.0,0,1,Charles Sanders,CharlesSanders@att.com,456-319-5694
Resort Hotel,0,35,November,0,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,37.8,0,2,Timothy Rodriguez,Timothy.R@hotmail.com,258-251-9423
City Hotel,1,201,June,0,4,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,110.0,0,0,Monique Mcclure,Monique.Mcclure@att.com,230-364-2771
Resort Hotel,0,100,August,1,1,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,201.0,1,0,Brian Wells,Brian.Wells51@comcast.net,148-428-4657
City Hotel,0,196,July,2,2,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,83.0,1,1,Stephen Khan,StephenKhan@aol.com,306-809-6203
City Hotel,1,188,June,0,2,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,39,Transient,130.0,0,0,Jeffery Taylor,Jeffery.T@gmail.com,136-123-1242
Resort Hotel,1,267,September,2,5,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,54.99,0,0,Larry Kennedy,LKennedy20@hotmail.com,820-427-7009
City Hotel,1,40,September,2,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Contract,85.5,0,2,Daniel Charles,DanielCharles@verizon.com,461-803-2663
City Hotel,1,267,September,1,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,95.0,0,0,Brittany Bailey,Bailey_Brittany@aol.com,673-215-9486
City Hotel,0,37,June,1,0,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,89.1,0,1,Amanda Chan,Amanda_Chan88@comcast.net,119-759-4283
City Hotel,0,64,August,2,1,2,0.0,0,SC,ESP,0,0,A,0,No Deposit,0,Transient,149.0,0,1,Donald Williams,DonaldWilliams@zoho.com,570-001-2651
Resort Hotel,0,110,March,0,2,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,33.6,0,0,Ashley Medina,Ashley.Medina@xfinity.com,683-481-4814
City Hotel,0,102,October,0,2,1,0.0,0,HB,DEU,0,0,A,0,No Deposit,0,Transient-Party,87.0,0,0,Cynthia Serrano,Cynthia_S23@xfinity.com,714-726-3465
City Hotel,0,70,February,0,4,3,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient-Party,108.0,0,0,James Morrow,JMorrow34@protonmail.com,980-256-3844
Resort Hotel,0,15,November,0,1,2,2.0,0,BB,PRT,0,0,C,2,No Deposit,0,Transient-Party,56.0,0,0,Blake Warren,Blake_W@att.com,367-639-0846
City Hotel,0,254,July,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,106.0,0,0,Sean Hill,Sean.Hill@protonmail.com,880-684-4143
Resort Hotel,1,165,August,0,3,2,0.0,0,HB,DEU,0,0,E,0,No Deposit,0,Transient,237.0,0,0,Randy Morrow,Morrow_Randy@mail.com,489-116-7333
City Hotel,0,64,July,0,1,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,150.0,0,0,Jesse Holt,Jesse.Holt63@xfinity.com,904-875-2588
Resort Hotel,0,33,July,2,5,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,107.0,0,1,Brittany Hernandez,Brittany.Hernandez@yahoo.com,560-429-7630
City Hotel,0,69,September,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,62.0,0,0,Angela Johnson,AJohnson@gmail.com,822-421-9501
City Hotel,0,0,October,0,2,1,0.0,0,BB,ESP,0,0,A,1,Refundable,0,Transient-Party,85.0,0,0,Casey Frazier,Frazier_Casey@gmail.com,792-574-9622
Resort Hotel,0,14,December,1,2,2,0.0,0,Undefined,ESP,0,0,A,0,No Deposit,0,Transient-Party,84.0,0,0,George Gutierrez,George.G@comcast.net,840-354-9919
City Hotel,1,82,January,2,6,2,0.0,0,BB,PRT,1,0,B,0,No Deposit,0,Contract,77.5,0,0,Brianna Garcia,Brianna.G88@mail.com,533-623-9471
City Hotel,0,3,March,0,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,98.33,0,1,Stephen Prince,Stephen.P@xfinity.com,475-515-0410
City Hotel,0,14,May,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,62.5,0,0,Michael Ramirez,Michael.R@mail.com,489-341-2695
Resort Hotel,0,0,January,1,2,1,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,51.0,0,1,Gabrielle Garcia,GabrielleGarcia@gmail.com,393-930-1883
Resort Hotel,1,40,October,2,5,2,0.0,0,BB,PRT,0,0,E,0,No Deposit,0,Transient,76.0,0,2,Daniel Sweeney,Daniel_S@comcast.net,656-718-3039
Resort Hotel,0,0,February,0,1,1,0.0,0,BB,PRT,0,1,A,0,No Deposit,0,Transient,48.0,0,0,Richard Smith,Smith_Richard40@yahoo.com,225-473-9575
Resort Hotel,0,0,July,0,1,2,0.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,153.0,0,0,Kelly Davis,Davis.Kelly@gmail.com,273-427-6160
City Hotel,1,100,April,1,1,2,0.0,0,HB,PRT,0,0,A,0,Non Refund,0,Transient,96.0,0,0,Corey Washington,Corey_Washington@protonmail.com,695-100-2060
Resort Hotel,0,258,September,0,2,1,0.0,0,HB,PRT,0,0,A,3,No Deposit,0,Transient-Party,59.85,0,0,Michael Cunningham,Cunningham_Michael@hotmail.com,215-094-1342
City Hotel,1,69,September,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,62.0,0,0,Jacob Cantu,Jacob.C@mail.com,519-033-4222
Resort Hotel,1,85,April,0,3,2,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient-Party,64.0,0,0,Sharon Lee,Sharon_Lee@outlook.com,130-984-3364
City Hotel,0,96,July,2,2,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,94.5,0,0,John Morris,John.Morris@yandex.com,115-812-0057
City Hotel,0,173,July,2,5,2,0.0,0,HB,GBR,0,0,D,1,No Deposit,0,Transient,114.92,0,0,Teresa Brown,Teresa.B@outlook.com,823-461-1320
City Hotel,0,37,March,0,1,2,1.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,100.1,0,2,Kara Barnes,Kara.B@hotmail.com,977-965-3161
City Hotel,0,188,September,0,3,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,116.1,0,1,Cindy Phillips,Cindy_P@mail.com,257-785-4528
City Hotel,0,31,November,2,5,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,64.67,0,1,Mr. Sergio Webster,MWebster@aol.com,746-858-5974
City Hotel,0,3,March,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,86.4,0,0,Wyatt Sanchez,Wyatt.S46@aol.com,181-448-4291
Resort Hotel,0,63,December,2,8,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,48.03,0,0,Emily Dunn,EDunn@att.com,916-907-9354
City Hotel,1,215,December,2,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,94.35,0,1,Andre Hood,Andre_H@protonmail.com,639-722-2629
Resort Hotel,1,468,May,0,2,2,0.0,0,HB,PRT,1,0,A,0,No Deposit,0,Transient-Party,67.0,0,0,Sara Horn,Sara.H@xfinity.com,740-073-0415
Resort Hotel,0,10,February,0,3,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient-Party,58.0,0,1,Christopher Hernandez,CHernandez@outlook.com,694-628-8148
City Hotel,0,15,April,0,1,1,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,134.1,0,0,Michael West,Michael.W@outlook.com,967-277-6351
Resort Hotel,1,118,September,2,5,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,130.43,0,0,Brenda Carter,Brenda_Carter38@zoho.com,525-461-9149
Resort Hotel,1,259,September,0,3,2,0.0,0,BB,GBR,1,0,A,0,Non Refund,0,Transient,40.05,0,0,Lawrence Williams,Williams_Lawrence@protonmail.com,140-774-8005
City Hotel,1,109,April,2,5,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,120.86,0,0,Cole Diaz,Diaz.Cole37@verizon.com,120-508-3506
City Hotel,0,1,July,1,0,2,1.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,147.0,0,1,Matthew Moore,MatthewMoore@protonmail.com,275-641-1933
City Hotel,0,33,May,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,108.9,0,0,Gina Thompson,GThompson49@outlook.com,256-859-0986
Resort Hotel,0,98,August,4,7,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient,211.91,0,1,Victoria Beasley,Victoria_B@hotmail.com,200-565-2371
City Hotel,1,358,October,1,1,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,62.0,0,0,Laurie Barnes,Barnes_Laurie@yahoo.com,681-887-8243
Resort Hotel,0,4,February,0,2,2,0.0,0,BB,PRT,0,0,G,0,No Deposit,0,Transient,93.0,0,0,Cynthia Rodriguez,Cynthia_Rodriguez@hotmail.com,183-640-8957
Resort Hotel,0,225,June,1,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient-Party,72.0,0,2,Ashley Huerta,Ashley_Huerta@gmail.com,406-425-4256
Resort Hotel,1,26,April,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,77.0,0,0,Jessica Cervantes,Jessica_Cervantes@protonmail.com,280-619-3772
City Hotel,1,295,April,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Brandy Sullivan,Brandy.Sullivan65@outlook.com,224-962-3696
City Hotel,0,54,October,0,1,2,1.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,123.3,0,2,Theresa Reyes,Reyes.Theresa@mail.com,115-519-1852
City Hotel,0,2,August,0,1,2,1.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,113.98,0,1,James Payne,JamesPayne@comcast.net,573-615-0987
City Hotel,1,101,April,0,1,1,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient-Party,74.0,0,0,Claudia Powell,ClaudiaPowell@yandex.com,864-445-1171
Resort Hotel,0,222,April,3,6,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Contract,42.95,0,0,Colin Ramirez,Colin.Ramirez50@verizon.com,645-441-0801
City Hotel,0,117,June,1,2,2,0.0,0,SC,DEU,0,0,A,0,No Deposit,0,Transient,126.0,0,0,Tonya Andrews,Tonya.A@hotmail.com,729-865-2588
Resort Hotel,1,101,April,1,2,2,2.0,0,BB,PRT,0,0,G,0,No Deposit,0,Transient,113.0,0,1,Cameron Alvarez,Cameron.Alvarez@hotmail.com,100-715-2895
City Hotel,1,100,March,1,2,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,93.3,0,1,Mr. Daniel Spencer,Mr..S@aol.com,690-261-1577
Resort Hotel,0,12,April,2,5,2,0.0,0,Undefined,PRT,0,0,A,0,No Deposit,0,Contract,94.95,0,1,Jesse Morales Jr.,Jesse.J@outlook.com,747-718-4699
Resort Hotel,0,193,May,4,10,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Contract,42.95,0,2,Jane Tran,Jane_Tran@xfinity.com,460-633-6340
City Hotel,0,10,May,2,2,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,141.0,0,1,Katrina Vasquez,KatrinaVasquez@protonmail.com,538-832-2607
Resort Hotel,1,74,February,1,2,2,0.0,0,Undefined,PRT,0,0,A,0,Non Refund,0,Transient,70.0,0,0,John Krause,Krause.John@outlook.com,408-791-8915
City Hotel,0,254,September,1,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,100.3,0,1,Kelly Glass,KellyGlass@outlook.com,238-721-1766
City Hotel,0,3,July,0,2,2,1.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,173.5,0,2,Danielle Ellis,DEllis@hotmail.com,390-014-1731
Resort Hotel,0,0,April,0,1,2,0.0,0,BB,PRT,0,3,A,0,No Deposit,0,Transient,95.0,1,0,William Hall,WHall@xfinity.com,780-728-7263
Resort Hotel,1,0,June,0,1,3,1.0,0,BB,GBR,0,0,H,0,No Deposit,0,Transient,179.0,0,0,Suzanne May,May.Suzanne@yahoo.com,241-256-3963
City Hotel,0,52,April,1,2,1,0.0,0,BB,PRT,0,8,E,0,No Deposit,0,Transient,106.0,0,1,Jesus Jackson,JesusJackson@att.com,555-426-5011
City Hotel,0,0,October,1,1,2,0.0,0,BB,ESP,0,0,A,1,No Deposit,0,Transient,12.0,0,4,Eddie Brennan,Eddie.B16@verizon.com,244-860-7218
City Hotel,1,286,July,0,2,2,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient-Party,62.8,0,0,Shelley Elliott,Elliott_Shelley97@mail.com,450-063-1107
Resort Hotel,0,0,December,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,25.0,0,0,Julia Blevins,Blevins.Julia82@verizon.com,221-550-2437
City Hotel,0,156,August,2,1,2,0.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,103.5,1,0,Stephanie Watts,Stephanie.Watts@hotmail.com,710-453-5376
City Hotel,1,122,April,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,56,Transient-Party,85.0,0,0,Charles David,Charles.D@yahoo.com,496-160-9954
Resort Hotel,0,92,October,1,3,1,0.0,0,BB,GBR,0,0,E,0,No Deposit,0,Transient-Party,74.0,0,2,Joseph Cuevas,Cuevas_Joseph@xfinity.com,582-588-7107
Resort Hotel,0,189,May,3,8,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient-Party,48.08,0,1,Seth Harris,Seth_H@outlook.com,428-781-6486
Resort Hotel,0,99,August,0,4,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,151.0,0,2,Jason Jackson,Jason.J68@protonmail.com,885-358-2332
City Hotel,1,205,September,1,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,120.0,0,0,Jack Gutierrez,Gutierrez_Jack@hotmail.com,197-078-0695
City Hotel,0,49,March,1,3,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,91.8,0,0,Kathryn Suarez,Suarez_Kathryn20@yahoo.com,699-606-1142
Resort Hotel,0,7,August,0,2,3,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,222.0,0,1,Shelley Torres,STorres@protonmail.com,241-965-1617
Resort Hotel,0,352,May,2,5,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,66.0,0,0,Levi Rogers,Levi.Rogers@xfinity.com,985-932-3032
City Hotel,1,15,December,0,2,2,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient,69.0,0,0,Patricia Hale,Patricia_H@protonmail.com,948-527-3128
City Hotel,1,0,August,0,2,2,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient-Party,109.0,0,0,Lisa Castillo,Lisa_Castillo@verizon.com,315-440-1630
Resort Hotel,1,260,August,3,7,2,2.0,0,HB,ESP,0,0,G,0,No Deposit,0,Transient,292.0,0,0,Amber Bradley,Amber.B@yandex.com,438-022-9144
City Hotel,1,4,April,1,2,2,0.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,83.93,0,0,Jeffrey Acosta,Jeffrey.A98@verizon.com,858-622-3520
City Hotel,1,302,October,0,3,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,105.0,0,0,Christopher Clements,Clements.Christopher@hotmail.com,986-334-6292
City Hotel,1,395,March,1,2,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,62.8,0,0,Michelle Walton,Walton.Michelle@aol.com,994-899-0872
Resort Hotel,0,16,January,0,2,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,48.0,0,1,Christina Alvarez,ChristinaAlvarez@yandex.com,936-783-6919
City Hotel,0,87,August,1,2,3,0.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,159.3,1,1,Wendy Rivera,Wendy.R59@aol.com,985-431-2030
City Hotel,1,24,December,2,8,2,0.0,0,SC,DEU,0,0,A,0,No Deposit,0,Transient,74.8,0,1,Deborah Cooper,Deborah.Cooper@yahoo.com,425-610-8812
City Hotel,0,102,May,0,3,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,85.0,0,0,Brian Williams,Brian_W@yahoo.com,702-489-8780
City Hotel,0,182,September,2,5,2,0.0,0,BB,DEU,0,0,D,0,No Deposit,0,Transient,90.95,0,1,Nicholas Ali,Nicholas.A@comcast.net,658-032-8391
Resort Hotel,0,2,January,2,5,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,49.43,0,1,Jason Randall,JRandall@zoho.com,271-741-0490
Resort Hotel,1,228,March,1,2,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,39.1,0,1,Michael Rogers,MRogers@mail.com,212-838-7074
City Hotel,1,134,February,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,75.0,0,0,Mariah Li,Mariah.L@mail.com,665-858-7240
Resort Hotel,0,20,August,2,5,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Contract,137.0,0,0,Vanessa Curry,VCurry@outlook.com,863-025-3509
City Hotel,0,8,October,1,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,62.0,0,0,Brent Gonzalez,Brent_Gonzalez@mail.com,772-072-4440
Resort Hotel,0,54,October,0,4,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,40.05,0,0,James Dunlap,James.D81@hotmail.com,284-286-1971
City Hotel,0,257,July,0,2,1,0.0,0,HB,PRT,0,0,A,1,No Deposit,0,Transient,80.0,0,0,Latoya Knight,Latoya.Knight@hotmail.com,710-448-1534
City Hotel,0,26,October,0,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,65.0,0,0,Cody Porter,Porter_Cody@comcast.net,795-710-9060
Resort Hotel,0,383,October,0,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient-Party,48.0,0,0,Michele Flores,Flores_Michele32@yandex.com,236-777-0560
City Hotel,0,1,May,0,1,2,0.0,0,BB,PRT,0,2,D,1,No Deposit,0,Transient,0.0,0,0,Dana Johnson,Dana_Johnson@xfinity.com,437-753-7917
City Hotel,1,324,June,2,4,2,2.0,0,BB,PRT,0,0,F,0,No Deposit,0,Transient,239.1,0,1,Ashlee Thompson,Ashlee.Thompson94@hotmail.com,422-654-9065
City Hotel,1,178,April,0,3,1,0.0,0,BB,PRT,1,0,A,0,Non Refund,46,Transient,110.0,0,0,Thomas Orozco,TOrozco11@comcast.net,759-745-4148
City Hotel,1,305,November,1,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,89.0,0,0,Michelle Mcconnell,MMcconnell39@aol.com,109-575-5006
Resort Hotel,0,0,March,1,0,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,80.0,0,0,Marc Ramirez,MarcRamirez@outlook.com,733-868-8220
City Hotel,1,209,June,0,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,35,Transient,110.0,0,0,Joe Duarte,Joe.Duarte@aol.com,674-034-9626
City Hotel,0,69,March,1,3,2,0.0,0,HB,FRA,0,0,D,2,No Deposit,0,Transient,138.55,0,0,Brittany Adkins,Brittany_A@verizon.com,945-599-3498
City Hotel,1,302,September,1,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,70,Transient,100.0,0,0,Jared Hooper,JaredHooper36@aol.com,679-817-5375
Resort Hotel,1,55,February,2,5,2,0.0,0,BB,DEU,0,0,E,0,No Deposit,0,Transient,68.0,0,3,Kenneth Mitchell,Kenneth_M@zoho.com,581-721-0695
City Hotel,1,301,August,0,2,2,0.0,0,HB,PRT,1,0,A,0,Non Refund,0,Transient-Party,101.5,0,0,Ashley Zavala,AZavala@outlook.com,893-917-3734
City Hotel,0,98,April,1,2,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,85.0,0,0,Mrs. Leslie Hall,Mrs..H@xfinity.com,886-759-6486
City Hotel,1,1,August,0,2,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Group,65.0,0,0,Melanie Brooks,Melanie_B@aol.com,808-580-5355
City Hotel,1,86,January,0,1,1,0.0,0,BB,PRT,1,0,A,0,Non Refund,35,Transient,75.0,0,0,Heather Davis,HDavis@zoho.com,909-934-9456
City Hotel,1,139,July,0,1,2,0.0,0,SC,ESP,0,0,A,0,No Deposit,0,Transient,85.5,0,0,Sean Johnson,Johnson.Sean@hotmail.com,249-837-7709
City Hotel,0,423,July,1,1,1,0.0,0,HB,DEU,0,0,A,1,No Deposit,0,Transient-Party,95.5,0,0,Loretta Wilson,Wilson_Loretta@hotmail.com,876-410-8127
City Hotel,0,34,February,0,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,88.0,0,0,Douglas Taylor,Douglas.T@zoho.com,321-703-2113
City Hotel,1,41,January,0,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,97.5,0,1,Jason Ellis,Jason.E35@outlook.com,875-066-8553
Resort Hotel,1,245,September,0,1,2,0.0,0,HB,PRT,1,0,A,0,Non Refund,0,Transient,80.0,0,0,Dwayne Wells,Dwayne_W@yandex.com,242-016-9268
Resort Hotel,1,105,August,1,2,2,0.0,0,BB,DEU,0,0,A,1,No Deposit,0,Transient,189.0,0,0,Dustin Hall,Dustin.Hall@comcast.net,756-114-2543
